#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace
#
#BUSHES, SHRUBS
fern_large_3|Fern - Fern Large 3|||lib_ecology_fern_large_3.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,flora 1,plant 1,attached_node 1,growing 1,grass 1,flammable 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375||||||||||||||
fern_small_1|Fern - Fern Small 1|||lib_ecology_fern_small_1.png||||plantlike|||light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||fern_small_2||snappy 3,flora 1,plant 1,attached_node 1,growing 1,grass 1,flammable 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375||||||||||||||
fern_small_2|Fern - Fern Small 2|||lib_ecology_fern_small_2.png||||plantlike|||light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||fern_small_3||snappy 3,flora 1,plant 1,attached_node 1,growing 1,grass 1,flammable 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375||||||||||||||
fern_small_3|Fern - Fern Small 3|||lib_ecology_fern_small_3.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,flora 1,plant 1,attached_node 1,growing 1,grass 1,flammable 1|||leaves||||-0.375,-0.5,-0.375,0.375,-0.3125,0.375||||||||||||||
fern_spike|Fern - Spike|||lib_ecology_fern_spike.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
#
#FLOWERS
flower_allium_purple|Flower - Allium Purple|||lib_ecology_flower_allium_purple.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_big|Flower - Big|||lib_ecology_flower_big.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_bird_of_paradise|Flower - Bird of Paradise|||lib_ecology_flower_bird_of_paradise.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_blue|Flower - Blue|||lib_ecology_flower_blue.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_calla_lily|Flower - Calla Lily|||lib_ecology_flower_calla_lily.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_cave|Flower - Cave|||lib_ecology_flower_cave.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_chrysanthemum_green|Flower - Chrysanthemum Green|||lib_ecology_flower_chrysanthemum_green.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_daisy_oxeye|Flower - Daisy Oxeye|||lib_ecology_flower_daisy_oxeye.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_dandelions_white|Flower - dandelions Yellow|||lib_ecology_flower_dandelions_white.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_dandelions_yellow|Flower - Dandelion White|||lib_ecology_flower_dandelions_yellow.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_dandelions_yellow_small|Flower - Dandelion White|||lib_ecology_flower_dandelions_yellow_small.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_dandelion_white|Flower - Dandelion Yellow|||lib_ecology_flower_dandelion_white.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_dandelion_yellow|Flower - Dandelions Yellow|||lib_ecology_flower_dandelion_yellow.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_delphinium|Flower - Delphinium Blue|||lib_ecology_flower_delphinium.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_fire|Flower - Fire|||lib_ecology_flower_fire.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_fire_02|Flower - Fire 02|||lib_ecology_flower_fire_02.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_flame_lily|Flower - Flame Lily|||lib_ecology_flower_flame_lily.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_foxglove_pink|Flower - Foxglove Pink|||lib_ecology_flower_foxglove_pink.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_foxglove_purple|Flower - Foxglove Purple|||lib_ecology_flower_foxglove_purple.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_geranium_blue|Flower - Geranium Blue|||lib_ecology_flower_geranium_blue.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_geraniums|Flower - Geraniums|||lib_ecology_flower_geraniums.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_gerbera|Flower - Gerbera|||lib_ecology_flower_gerbera.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_ground_blue|Flower - Ground Blue|||lib_ecology_flower_ground_blue.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.5,-0.5,-0.5,0.5,-0.5,0.5|||||||||||||||
flower_ground_pink|Flower - Ground Pink|||lib_ecology_flower_ground_pink.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.5,-0.5,-0.5,0.5,-0.5,0.5|||||||||||||||
flower_ground_red|Flower - Ground Red|||lib_ecology_flower_ground_red.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.5,-0.5,-0.5,0.5,-0.5,0.5|||||||||||||||
flower_ground_yellow|Flower - Ground Yellow|||lib_ecology_flower_ground_yellow.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.5,-0.5,-0.5,0.5,-0.5,0.5|||||||||||||||
flower_hibiscus|Flower - Hibiscus|||lib_ecology_flower_hibiscus.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_jungle|Flower - Jungle|||lib_ecology_flower_jungle.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_lantana|Flower - Lantana|||lib_ecology_flower_lantana.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_lavender|Flower - Lavender|||lib_ecology_flower_lavender.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_lazarus_bell|Flower - Lazarus Bell|||lib_ecology_flower_lazarus_bell.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_lobelia|Flower - Lobelia|||lib_ecology_flower_lobelia.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_medium|Flower - Medium|||lib_ecology_flower_medium.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_orchid|Flower - Orchid|||lib_ecology_flower_orchid.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_pansy_blue|Flower - Pansy Blue|||lib_ecology_flower_pansy_blue.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_pansy_purple|Flower - Pansy Purple|||lib_ecology_flower_pansy_purple.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_petunia_blue|Flower - Petunia Blue|||lib_ecology_flower_petunia_blue.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_petunia_pink|Flower - Petunia Pink|||lib_ecology_flower_petunia_pink.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_petunia_white|Flower - Petunia White|||lib_ecology_flower_petunia_white.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_rose|Flower - Rose|||lib_ecology_flower_rose.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_rose_frozen|Flower - Rose Frozen|||lib_ecology_flower_rose_frozen.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_roses|Flower - Roses|||lib_ecology_flower_roses.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_roses_black|Flower - Black Roses|||lib_ecology_flower_roses_black.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_roses_small|Flower - Small Roses|||lib_ecology_flower_roses_small.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_thistle|Flower - Thistle|||lib_ecology_flower_thistle.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_tulip_black|Flower - Tulip Black|||lib_ecology_flower_tulip_black.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_tulip_orange|Flower - Tulip Orange|||lib_ecology_flower_tulip_orange.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
flower_viola|Flower - Viola|||lib_ecology_flower_viola.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||TRUE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||||||||||||||
#
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace
#FOOD
food_fern_tuber_roasted|Food - Roasted Fern Tuber|||lib_ecology_food_fern_tuber_roasted.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
food_fiddlehead_roasted|Food - Roasted Fiddlehead|||lib_ecology_food_fiddlehead_roasted.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
food_kelp_dried|Food - Dried Kelp|||lib_ecology_food_kelp_dried.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
#
#FRUIT
fruit_barley|Fruit - Barley|||lib_ecology_fruit_barley.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_beans|Fruit - Beans|||lib_ecology_fruit_beans.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_blueberries|Fruit - Blueberries|||lib_ecology_fruit_blueberries.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||2|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_carrot|Fruit - Carrot|||lib_ecology_fruit_carrot.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_carrot_gold|Fruit - Gold Carrot|||lib_ecology_fruit_carrot_gold.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_chili_pepper|Fruit - Chili Pepper|||lib_ecology_fruit_chili_pepper.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_corn|Fruit - Corn|||lib_ecology_fruit_corn.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_cucumber|Fruit - Cucumber|||lib_ecology_fruit_cucumber.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_fern_tuber|Fruit - Fern Tuber|||lib_ecology_food_fern_tuber.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_fern_tubers|Fruit - Fern Tubers|||lib_ecology_food_fern_tubers.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||1|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_gourd_bottle|Fruit - Bottle Gourd|||lib_ecology_fruit_gourd_bottle.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||2|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_karaka|Fruit - Karaka|||lib_ecology_fruit_karaka.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_kawakawa|Fruit - Kawakawa|||lib_ecology_fruit_kawakawa.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_kelp|Fruit - Kelp|||lib_ecology_fruit_kelp.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_melon|Fruit - Melon|||lib_ecology_fruit_melon_top.png,lib_ecology_fruit_melon_top.png,lib_ecology_fruit_melon_side.png|||||||light|facedir|||FALSE|||||||||||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_pineapple|Fruit - Pineapple|||lib_ecology_fruit_pineapple.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||4|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_potato|Fruit - Potato|||lib_ecology_fruit_potato.png||||plantlike|1||light||||FALSE||||||||TRUE|||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
fruit_pumpkin|Fruit - Pumpkin|||lib_ecology_fruit_pumpkin_top.png,lib_ecology_fruit_pumpkin_top.png,lib_ecology_fruit_pumpkin_side.png|||||||light|facedir|||FALSE|||||||||||FALSE||||3|fleshy 3,dig_immediate 3,flammable 2,leafdecay 1,leafdecay_drop 1,lib_ecology_fruit 1|||leaves||||-0.35,-0.5,-0.35,0.35,0.5,0.35||||||||||||||
