#Cell_Idx|Cell_Z|Cell_X|Tier
#C_Idx|C_Z|C_X|Tier
#North America|||
1246|-4441|-20123|3
1247|-18798|15749|3
1248|13335|15503|3
1249|24293|1716|3
1250|-21087|-15609|3
1251|17182|-8319|3
1252|-17842|-23994|3
1253|-11446|2728|3
1254|20602|23473|3
1255|-24067|-23819|3
1256|-586|9901|3
1257|-3370|-15001|3
1258|-2708|-5141|3
1259|19615|-20555|3
1260|-9404|-8909|3
1261|-20326|-14244|3
1262|-7994|-26131|3
1263|10560|-9460|3
1264|-23809|2147|3
1265|26866|-17966|3
1266|-6167|-9370|3
1267|21684|20814|3
1268|-25827|8015|3
1269|-14681|-13421|3
1270|20156|19060|3
1271|-14969|6480|3
1272|4624|-15970|3
1273|-25998|10539|3
1274|15435|6654|3
1275|22898|-26889|3
1276|-2404|13632|3
1277|1219|-7216|3
1278|19639|10079|3
1279|13941|7318|3
1280|23565|-23457|3
1281|-1455|8645|3
1282|-15034|25936|3
1283|23443|16246|3
1284|-2230|-9767|3
1285|14632|7234|3
1286|19275|9491|3
1287|5034|-2540|3
1288|20746|-26364|3
1289|-10206|22877|3
1290|-19289|4625|3
1291|1421|25302|3
1292|21698|11673|3
1293|-3451|-1288|3
1294|-20294|-20993|3
1295|-7509|26334|3
1296|-19680|-13436|3
1297|11339|-24236|3
1298|4439|16884|3
1299|-21517|-26938|3
1300|26533|-16344|3
1301|18752|24547|3
1302|23407|-4316|3
1303|13461|-3248|3
1304|-7480|-6973|3
1305|-21277|-11522|3
1306|-5642|17634|3
1307|5972|-2845|3
1308|-22425|-4943|3
1309|21711|-10310|3
1310|-11694|-25461|3
1311|9275|14558|3
1312|-9211|-21222|3
1313|20315|7286|3
1314|-16377|-25471|3
1315|-23218|17975|3
1316|19257|17987|3
1317|-9602|10392|3
1318|-13466|20837|3
1319|21561|93|3
1320|-13867|14759|3
1321|-6153|-8284|3
1322|9810|-16597|3
1323|-17239|-16485|3
1324|-13246|14143|3
1325|-6390|-9467|3
1326|19739|21775|3
1327|7271|3244|3
1328|-17332|-12757|3
1329|14797|-18148|3
1330|-17455|23089|3
1331|21579|11393|3
1332|25472|-3177|3
1333|-17691|-26209|3
1334|9745|5623|3
1335|3632|-3499|3
1336|-4971|-8257|3
1337|15880|5462|3
1338|25344|22769|3
1339|-603|26973|3
1340|8522|8172|3
1341|-13047|17014|3
1342|-22684|-6742|3
1343|21236|7016|3
1344|21932|20569|3
1345|-18233|-8515|3
1346|9125|-16805|3
1347|10888|-15903|3
1348|19361|-5838|3
1349|-7122|-24042|3
1350|1362|-21743|3
1351|21056|-22883|3
1352|-19689|4475|3
1353|-2457|343|3
1354|11586|-5653|3
1355|643|4670|3
1356|1847|14939|3
1357|20481|-6715|3
1358|-6649|-18457|3
1359|-516|17782|3
1360|19341|12266|3
1361|8920|1539|3
1362|-21757|-11411|3
1363|-13471|-21754|3
1364|-5654|-5758|3
1365|-26431|-7219|3
1366|-4347|10311|3
1367|-19855|-23743|3
1368|5504|-13072|3
1369|-19591|-24130|3
1370|24330|-10025|3
1371|6582|-18693|3
1372|-5711|-10817|3
1373|26356|-13141|3
1374|21877|9637|3
1375|1743|-20375|3
1376|19820|-20834|3
1377|12152|15975|3
1378|17745|15968|3
1379|8035|-19195|3
1380|-3529|-222|3
1381|21383|-26730|3
1382|3390|17446|3
1383|-19160|-12025|3
1384|25580|8086|3
1385|-24773|21217|3
1386|25748|-19100|3
1387|-73|12014|3
1388|25299|6377|3
1389|26404|12924|3
1390|-13670|1425|3
1391|25062|19825|3
1392|-17580|11262|3
1393|7316|25088|3
1394|2548|26436|3
1395|5613|-1714|3
1396|13346|15788|3
1397|-13958|25956|3
1398|13045|-10837|3
1399|10363|17924|3
1400|-26946|13816|3
1401|10905|-8785|3
1402|-13185|-1435|3
1403|-9182|19736|3
1404|-22811|-5276|3
1405|4100|8730|3
1406|-3763|-21567|3
1407|8253|14636|3
1408|25451|6469|3
1409|22601|3484|3
1410|-21864|-15753|3
1411|-16710|15217|3
1412|-11705|-4047|3
1413|-15881|23630|3
1414|10993|6621|3
1415|26990|13406|3
1416|5832|21061|3
1417|-22630|1419|3
1418|19058|26224|3
1419|-11462|-3352|3
1420|12334|2809|3
1421|-8889|-20378|3
1422|-3398|-21687|3
1423|-8806|-4045|3
1424|-15466|-8364|3
1425|9435|2454|3
1426|-10243|22197|3
1427|-11517|18094|3
1428|-24857|14134|3
1429|7550|4110|3
1430|22119|-7966|3
1431|6539|-7314|3
1432|25307|-20095|3
1433|16245|4734|3
1434|23325|20801|3
1435|7575|18831|3
1436|-11141|16238|3
1437|17063|-2789|3
1438|-4056|15486|3
1439|-20360|-23428|3
1440|14453|-13781|3
1441|-7544|26437|3
1442|-25924|13524|3
1443|2617|-8882|3
1444|10008|13721|3
1445|7303|-26166|3
1446|19900|8264|3
1447|10178|23952|3
1448|-14671|10617|3
1449|10071|13776|3
1450|-10563|-15643|3
1451|-5682|9201|3
1452|-6859|-22548|3
1453|-5238|-8564|3
1454|109|6308|3
1455|731|-4707|3
1456|19991|-25855|3
1457|-19389|20480|3
1458|18725|-4799|3
1459|-1687|-7359|3
1460|-18218|-1707|3
1461|-23149|19868|3
1462|-7521|19240|3
1463|19720|-16179|3
1464|-5722|24815|3
1465|-22442|21697|3
1466|21447|-17188|3
1467|-5970|18122|3
1468|20259|-12542|3
1469|20633|-23785|3
1470|15160|-2799|3
1471|-15598|7941|3
1472|-5999|-9431|3
1473|-25701|13714|3
1474|-9251|20541|3
1475|-25916|7953|3
1476|-17193|-7828|3
1477|4471|-3703|3
1478|16819|11952|3
1479|23613|-23389|3
1480|-19230|-4683|3
1481|20140|14075|3
1482|-3576|-5|3
1483|7642|2236|3
1484|-7463|-25426|3
1485|-13126|21821|3
1486|21744|-26041|3
1487|21851|24735|3
1488|10474|23033|3
1489|-2659|-10681|3
1490|23706|-3100|3
1491|24429|-26882|3
1492|-23377|10937|3
1493|25640|16108|3
1494|-13044|-8274|3
1495|4470|-4192|3
1496|17420|-16328|3
1497|2780|-12502|3
1498|15485|-9442|3
1499|-20080|-16859|3
1500|14869|2219|3
1501|4973|-20798|3
1502|4392|-17520|3
1503|8061|-20051|3
1504|11772|24029|3
1505|-21567|-20851|3
1506|15466|-1338|3
1507|-6961|24441|3
1508|26498|23233|3
1509|-16343|118|3
1510|-14870|12995|3
1511|-262|-18274|3
1512|-3948|-1422|3
1513|9105|2451|3
1514|-11051|-15094|3
1515|-19359|15113|3
1516|-19897|17101|3
1517|-11426|17204|3
1518|18165|-26061|3
1519|6766|-17563|3
1520|16707|24536|3
1521|8374|15902|3
1522|-13992|-12455|3
1523|16355|17432|3
1524|-9470|6838|3
1525|20269|16948|3
1526|21525|13921|3
1527|-14875|11243|3
1528|-11377|-19842|3
1529|16189|16684|3
1530|8694|-5336|3
1531|7147|13042|3
1532|-13561|10936|3
1533|15327|-10996|3
1534|25499|-6012|3
1535|-20731|-26132|3
1536|15140|8997|3
1537|883|10455|3
1538|-7562|24879|3
1539|-8008|6871|3
1540|17637|18251|3
1541|7854|-14723|3
1542|-10248|-23646|3
1543|-24237|-10495|3
1544|18202|-13377|3
1545|21274|19230|3
1546|10675|4474|3
1547|22221|-1874|3
1548|-6612|-2192|3
1549|19073|10293|3
1550|1410|2060|3
1551|-23426|-13776|3
1552|-3457|21463|3
1553|10618|-10716|3
1554|-24946|-22441|3
1555|-2105|-17474|3
1556|-22777|2753|3
1557|921|-19535|3
1558|-25214|-3971|3
1559|16471|8726|3
1560|21195|-816|3
1561|16502|11146|3
1562|-5309|-26152|3
1563|26119|-22245|3
1564|3567|17988|3
1565|25848|-4319|3
1566|-12052|20871|3
1567|-7881|-8190|3
1568|-17554|17199|3
1569|1520|-18243|3
1570|15271|14772|3
1571|-10909|19900|3
1572|26695|-15327|3
1573|26944|25088|3
1574|-13468|23909|3
1575|10106|15172|3
1576|-24719|25594|3
1577|-25265|25152|3
1578|19393|2863|3
1579|-18728|12548|3
1580|4590|-7776|3
1581|22672|-6141|3
1582|-5397|-16639|3
1583|10977|-9345|3
1584|-25673|-3495|3
1585|-26194|2410|3
1586|-16906|4005|3
1587|6806|-20498|3
1588|-25920|-23471|3
1589|-2467|2301|3
1590|3960|-13700|3
1591|19744|-19630|3
1592|24216|-2101|3
1593|20942|20937|3
1594|25082|1677|3
1595|-17702|9214|3
1596|-11745|-6795|3
1597|25550|-16293|3
1598|4695|19907|3
1599|511|-18294|3
1600|-19370|-25076|3
1601|-23231|-15624|3
1602|24377|144|3
1603|3421|12819|3
1604|1082|21659|3
1605|24221|-11258|3
1606|-24689|-6325|3
1607|21703|13531|3
1608|-7877|-8753|3
1609|4714|3629|3
1610|24011|-11902|3
1611|-998|-9572|3
1612|-25224|10219|3
1613|-7475|549|3
1614|24197|-13491|3
1615|-8312|25445|3
1616|26942|11183|3
1617|12447|25064|3
1618|25186|-16648|3
1619|12849|10192|3
1620|22510|-17703|3
1621|-11042|13441|3
1622|-14029|-26092|3
1623|2350|5920|3
1624|13619|-6702|3
1625|3161|-3258|3
1626|4969|19840|3
1627|-14669|-13120|3
1628|7447|3713|3
1629|23356|1388|3
1630|-14548|5137|3
1631|-4312|-26358|3
1632|-12573|12194|3
1633|-2041|26386|3
1634|15399|9994|3
1635|-14634|-25457|3
1636|-25297|-17723|3
1637|9222|-6405|3
1638|-297|-15744|3
1639|-2855|-9503|3
1640|-11737|3053|3
1641|1805|10932|3
1642|-22817|21676|3
1643|-10190|-14574|3
1644|-1299|-19258|3
1645|81|18290|3
1646|-15377|-22527|3
1647|5707|-26740|3
1648|-25186|-22273|3
1649|23163|15976|3
1650|-4507|-18719|3
1651|-8798|21219|3
1652|-715|20655|3
1653|-9442|-10776|3
1654|14796|-15778|3
1655|15274|-7228|3
1656|-7755|23706|3
1657|14536|-16522|3
1658|-1310|-13516|3
1659|-5487|17019|3
1660|17390|7086|3
1661|-3844|-18014|3
1662|-24419|-5330|3
1663|26237|-4834|3
1664|8800|15767|3
1665|8117|22220|3
1666|10051|-21689|3
1667|5469|2244|3
1668|9950|-26259|3
1669|-4633|-17298|3
1670|22988|15036|3
1671|-20879|14827|3
1672|13629|537|3
1673|-1427|6577|3
1674|12383|-9132|3
1675|-19079|-2001|3
1676|-23636|20310|3
1677|147|4194|3
1678|-23766|13566|3
1679|-22272|-11694|3
1680|19164|11025|3
1681|23892|-25674|3
1682|-4233|13779|3
1683|7654|-7439|3
1684|-15904|-26101|3
1685|-16457|-18875|3
1686|-18704|18238|3
1687|-11277|-22132|3
1688|-4838|-16240|3
1689|-20819|21487|3
1690|-5061|10133|3
1691|-11110|-26015|3
1692|18899|-3180|3
1693|16781|12197|3
1694|-7402|-18997|3
1695|18227|-7302|3
1696|-22992|22771|3
1697|-21754|-10625|3
1698|176|-3128|3
1699|-1744|-15401|3
1700|-26859|-26162|3
1701|-4433|-12893|3
1702|1403|-1876|3
1703|-1121|19960|3
1704|18056|-12285|3
1705|-19295|-4978|3
1706|-16532|16539|3
1707|-13884|-13111|3
1708|18150|-16977|3
1709|-16180|-9489|3
1710|564|-25558|3
1711|-14973|23546|3
1712|8746|13949|3
1713|-3572|-16925|3
1714|-21322|-16372|3
1715|13305|-26646|3
1716|17069|7132|3
1717|-13467|-26522|3
1718|13435|20279|3
1719|10183|-7360|3
1720|-4588|7184|3
1721|-12035|-26410|3
1722|-769|-12439|3
1723|181|-13313|3
1724|17218|17865|3
1725|19895|-16302|3
1726|-10455|6676|3
1727|-6883|15830|3
1728|25589|-583|3
1729|-11174|-13808|3
1730|-14685|-3271|3
1731|-6091|14834|3
1732|-10760|12628|3
1733|-6736|6151|3
1734|3294|-18711|3
1735|21531|-16250|3
1736|-2183|-14892|3
1737|-25120|-7362|3
1738|7972|-23059|3
1739|20265|6067|3
1740|23917|-6673|3
1741|6960|7672|3
1742|-26141|-5729|3
1743|-4335|-21198|3
1744|8415|16152|3
1745|11752|792|3
1746|8148|-2891|3
1747|8465|2434|3
1748|13816|23921|3
1749|-8739|-6531|3
1750|278|-9352|3
1751|-19427|9158|3
1752|17017|15106|3
1753|-8062|-32|3
1754|14401|6976|3
1755|-295|-22140|3
1756|26311|20561|3
1757|-6089|-20469|3
1758|-24043|-7976|3
1759|-20216|-17342|3
1760|-4129|7086|3
1761|5767|-14271|3
1762|17185|-23749|3
1763|18453|-23598|3
1764|-17830|2218|3
1765|-16005|20097|3
1766|10990|21740|3
1767|11423|1755|3
1768|22652|19151|3
1769|-24365|-3503|3
1770|-11662|-13473|3
1771|5039|-19353|3
1772|-17520|-2722|3
1773|14716|22735|3
1774|15854|-3014|3
1775|-17199|25041|3
1776|-17053|19661|3
1777|-10688|20089|3
1778|-14672|-15118|3
1779|-26278|-10394|3
1780|-22201|23905|3
1781|24787|11605|3
1782|-21766|-4127|3
1783|20468|22271|3
1784|1652|-15776|3
1785|24927|16320|3
1786|8512|-19506|3
1787|-18184|-7159|3
1788|-20760|-23951|3
1789|14137|-6318|3
1790|16112|26293|3
1791|-1597|13976|3
1792|-17600|-635|3
1793|-19017|-2198|3
1794|-10131|19269|3
1795|-20231|17915|3
1796|-10112|-13406|3
1797|6264|7172|3
1798|16482|-11758|3
1799|16873|20998|3
1800|11849|-8030|3
1801|-20931|14635|3
1802|-3963|9921|3
1803|-20785|-17837|3
1804|19067|-20536|3
1805|1541|-11918|3
1806|-23620|21547|3
1807|-3771|-5594|3
1808|6385|-7693|3
1809|-4906|-11365|3
1810|21050|-20361|3
1811|2567|25233|3
1812|17162|-6700|3
1813|4233|25324|3
1814|-8467|-16972|3
1815|7864|11116|3
1816|6426|-23723|3
1817|-18230|-12660|3
1818|-12444|-3563|3
1819|5833|14516|3
1820|-21625|-3553|3
1821|-496|23261|3
1822|-22229|-3404|3
1823|25036|1399|3
1824|3022|2551|3
1825|-5581|-11644|3
1826|13302|20490|3
1827|-6580|-11813|3
1828|24567|26876|3
1829|1254|-12867|3
1830|-5978|-4936|3
1831|-7175|6771|3
1832|-15395|-18540|3
1833|23754|-18546|3
1834|-6598|23551|3
1835|-19263|24679|3
1836|3618|-18681|3
1837|1197|-26448|3
1838|-5128|25992|3
1839|-5646|24452|3
1840|-20089|12152|3
1841|-9498|-21221|3
1842|-21452|13291|3
1843|1921|7741|3
1844|25783|-8960|3
1845|1758|-1135|3
1846|-11571|-19260|3
1847|-5557|15848|3
1848|16910|-5546|3
1849|-4769|-4420|3
1850|-24139|4917|3
1851|18070|-2918|3
1852|-12706|-13740|3
1853|6489|-16734|3
1854|15208|-19047|3
1855|-3774|-9384|3
1856|-17984|8792|3
1857|-25189|-8193|3
1858|10904|26848|3
1859|21054|4607|3
1860|4796|-19258|3
1861|14625|8814|3
1862|-10596|-24465|3
1863|1455|-1601|3
1864|-22131|20968|3
1865|-26795|20355|3
1866|15226|-12874|3
1867|-12370|22804|3
1868|-896|-3481|3
1869|-11114|-5209|3
1870|-11603|-1336|3
1871|21584|17864|3
1872|-3836|26209|3
1873|-13569|26814|3
1874|5686|-15707|3
1875|-1192|-493|3
1876|-2196|26007|3
1877|-10286|-25969|3
1878|-2018|-13363|3
1879|11215|272|3
1880|-26167|-16913|3
1881|-13654|7461|3
1882|2151|7081|3
1883|-11262|2766|3
1884|-19231|-17123|3
1885|12075|-1856|3
1886|5332|-17933|3
1887|1587|-23029|3
1888|21837|-10810|3
1889|-9646|-10051|3
1890|17299|12454|3
1891|-6394|19430|3
1892|12531|-23409|3
1893|18608|22548|3
1894|-11251|17408|3
1895|15144|-26708|3
1896|-17653|1924|3
1897|-14490|25358|3
1898|-12630|11651|3
1899|-8072|-5997|3
1900|17000|-9523|3
1901|18786|-10124|3
1902|-20337|417|3
1903|1536|-25195|3
1904|1946|-1143|3
1905|-20032|10121|3
1906|17499|13137|3
1907|13764|9590|3
1908|-25801|23021|3
1909|9104|-12272|3
1910|-10100|8728|3
1911|20809|23784|3
1912|-18108|24085|3
1913|1952|-23987|3
1914|7718|15458|3
1915|2628|-8594|3
1916|-17594|-3447|3
1917|898|17785|3
1918|13614|-16857|3
1919|18452|16439|3
1920|-22010|-18054|3
1921|-15184|6575|3
1922|24916|-25668|3
1923|13443|-11765|3
1924|16537|20232|3
1925|-4913|2963|3
1926|8872|-137|3
1927|4413|-18348|3
1928|-26375|-15784|3
1929|-17568|20162|3
1930|10611|14429|3
1931|-4307|-7001|3
1932|17923|26056|3
1933|22822|-14240|3
1934|19344|148|3
1935|20360|-3413|3
1936|6398|-15269|3
1937|-20495|-6224|3
1938|14948|13289|3
1939|6794|-10650|3
1940|-21782|23493|3
1941|25521|-19014|3
1942|1739|9793|3
1943|-16927|-6029|3
1944|2213|2966|3
1945|-13466|15901|3
1946|13601|-5498|3
1947|-6153|26136|3
1948|24542|7060|3
1949|26112|-5770|3
1950|-24492|8506|3
1951|-12218|15659|3
1952|-23165|-196|3
1953|-3630|7423|3
1954|-22525|-10102|3
1955|7538|7933|3
1956|-12479|19705|3
1957|5924|12501|3
1958|-6566|14848|3
1959|21181|20683|3
1960|6085|-18960|3
1961|-3559|-3611|3
1962|-677|-14653|3
1963|-8541|-18646|3
1964|-16002|-19943|3
1965|-22858|18357|3
1966|2349|-9493|3
1967|13896|13471|3
1968|-16789|14255|3
1969|18676|3990|3
1970|22817|22757|3
1971|-20601|6371|3
1972|16580|-4836|3
1973|-10865|-7670|3
1974|20912|19116|3
1975|-18921|1101|3
1976|6842|6584|3
1977|22514|20852|3
1978|-10806|22842|3
1979|-11340|-7581|3
1980|-6675|-13912|3
1981|10014|-26580|3
1982|24571|-3598|3
1983|-23484|8877|3
1984|-20913|3238|3
1985|-5687|2255|3
1986|2665|-3202|3
1987|20561|-18774|3
1988|23886|25611|3
1989|10140|26216|3
1990|-24102|26686|3
1991|-21085|-8551|3
1992|10666|25993|3
1993|-3365|13913|3
1994|-23816|-20740|3
1995|-23599|-18972|3
1996|14136|12238|3
1997|-13009|-10081|3
1998|-21469|23094|3
1999|6884|-18347|3
2000|11272|1437|3
2001|9971|15907|3
2002|20497|7308|3
2003|18666|-5021|3
2004|20145|-3705|3
2005|20415|-12202|3
2006|6278|17185|3
2007|-4830|-7802|3
2008|-17538|14721|3
2009|24992|-4150|3
2010|16768|-22518|3
2011|-5699|21379|3
2012|-2348|-25304|3
2013|-4862|14236|3
2014|-2663|2386|3
2015|-16655|20933|3
2016|-3560|6020|3
2017|18592|-8458|3
2018|-14057|-7518|3
2019|18099|21943|3
2020|22340|-11728|3
2021|-18931|11130|3
2022|-7284|-9183|3
2023|23954|-3976|3
2024|-5975|15975|3
2025|20430|-11096|3
2026|-7335|7579|3
2027|-2741|9412|3
2028|-2751|6374|3
2029|2249|16404|3
2030|-23999|26588|3
2031|2403|20193|3
2032|2719|7974|3
2033|16705|-18677|3
2034|12140|3212|3
2035|-15814|3683|3
2036|-8622|-26876|3
2037|-16359|-10570|3
2038|-26217|-3246|3
2039|98|13285|3
2040|-18961|-19854|3
2041|5347|-24660|3
2042|-4016|19471|3
2043|3435|-9337|3
2044|-8981|-19788|3
2045|-16706|7080|3
2046|25337|-21684|3
2047|-2416|-5923|3
2048|3787|-21836|3
2049|-24619|6399|3
2050|9665|3871|3
2051|-1108|-15839|3
2052|-16426|-12076|3
2053|2394|413|3
2054|5738|-13013|3
2055|-3704|-21762|3
2056|15191|-16216|3
2057|-21600|4656|3
2058|23432|25439|3
2059|23771|-2428|3
2060|-22531|-22505|3
2061|-12445|-7124|3
2062|-23298|7484|3
2063|-8628|25002|3
2064|-5958|-11349|3
2065|-8978|-15733|3
2066|1658|3373|3
2067|19751|-3008|3
2068|5471|-11238|3
2069|17818|-10394|3
2070|-13903|20680|3
2071|-7019|-1214|3
2072|-8362|21787|3
2073|-15633|6518|3
2074|-7211|-807|3
2075|-12076|-19737|3
2076|-8509|-8352|3
2077|-11809|5626|3
2078|19239|20079|3
2079|-18966|3309|3
2080|16719|335|3
2081|-9807|10144|3
2082|-12304|-2829|3
2083|-1152|-21335|3
2084|-19722|7999|3
2085|-15667|7325|3
2086|5177|7766|3
2087|633|13|3
2088|6936|21948|3
2089|24226|20303|3
2090|-18806|-11809|3
2091|7379|26583|3
2092|10212|-3121|3
2093|-2281|-12526|3
2094|-10782|11312|3
2095|25963|-8266|3
2096|-10079|26611|3
2097|19257|21014|3
2098|-26542|-14343|3
2099|16994|-12565|3
2100|-21832|3586|3
2101|22057|3042|3
2102|13360|12273|3
2103|23646|3488|3
2104|8360|-12135|3
2105|-8310|-18219|3
2106|-7250|-3061|3
2107|-7270|-6202|3
2108|23439|483|3
2109|20314|-8225|3
2110|11363|10431|3
2111|-1361|8189|3
2112|21781|8284|3
2113|6355|16905|3
2114|6573|3104|3
2115|20893|23497|3
2116|-10885|-5503|3
2117|13012|-4466|3
2118|946|25166|3
2119|12420|18697|3
2120|-5078|14672|3
2121|-23526|12131|3
2122|-24226|14418|3
2123|9440|5564|3
2124|-4692|-22145|3
2125|-2732|21952|3
2126|26622|24845|3
2127|11346|-23488|3
2128|-24471|-23707|3
2129|-12670|5418|3
2130|-26472|-5801|3
2131|11129|-11905|3
2132|2894|-8759|3
2133|-4976|19047|3
2134|1993|8226|3
2135|-1444|25031|3
2136|9507|-8181|3
2137|10852|6451|3
2138|-888|22745|3
2139|7512|20566|3
2140|-1667|2205|3
2141|23828|26085|3
2142|11815|-2397|3
2143|20283|-3157|3
2144|12654|-21126|3
2145|9644|19582|3
2146|-10247|-9972|3
2147|-8647|-25111|3
2148|5775|13099|3
2149|-17823|-8498|3
2150|-3627|12525|3
2151|-14416|-2670|3
2152|7401|20266|3
2153|-7858|25217|3
2154|20134|24330|3
2155|12100|-18335|3
2156|8389|-23435|3
2157|-3638|8815|3
2158|-12203|25552|3
2159|24273|26238|3
2160|-22648|3407|3
2161|25083|12724|3
2162|25655|2359|3
2163|-18004|-26313|3
2164|7335|7612|3
2165|963|-20793|3
2166|17946|9490|3
2167|11266|19211|3
2168|-13785|26962|3
2169|-4449|-17659|3
2170|16117|-10131|3
2171|2109|8920|3
2172|26200|25151|3
2173|-5760|-12496|3
2174|22721|-146|3
2175|21836|-20199|3
2176|-12007|-16742|3
2177|8482|21600|3
2178|-422|-11749|3
2179|8778|17071|3
2180|20080|-3658|3
2181|-3851|17971|3
2182|-19670|2249|3
2183|1965|-18587|3
2184|18760|-22647|3
2185|3431|-4284|3
2186|13286|-11087|3
2187|-7209|-13129|3
2188|-11781|-15816|3
2189|2024|9572|3
2190|-24466|-450|3
2191|-25036|638|3
2192|23880|8658|3
2193|-20041|3241|3
2194|3667|9885|3
2195|17305|9448|3
2196|23440|10877|3
2197|-3054|-22781|3
2198|-17563|-5232|3
2199|-12848|-2434|3
2200|19851|22952|3
2201|18544|11009|3
2202|-5912|8646|3
2203|1879|13886|3
2204|-25557|2126|3
2205|23065|4083|3
2206|22270|-10492|3
2207|-6446|18370|3
2208|-16169|-12300|3
2209|17645|24877|3
2210|-9405|23867|3
2211|15455|-24956|3
2212|-18496|-8094|3
2213|8673|-26406|3
2214|-22769|-24632|3
2215|14648|20099|3
2216|-25291|-17930|3
2217|-13174|-7713|3
2218|-14269|-19901|3
2219|-14535|-9839|3
2220|5057|20130|3
2221|15328|-2721|3
2222|-10122|-24981|3
2223|-17915|-14034|3
2224|-12322|3984|3
2225|-12077|-4382|3
2226|4673|9556|3
2227|22032|6841|3
2228|8403|-13944|3
2229|11206|-21968|3
2230|-12609|-5361|3
2231|7472|7994|3
2232|-1757|6056|3
2233|-15053|6139|3
2234|-10909|-9326|3
2235|-26082|-16939|3
2236|22228|-6198|3
2237|-24853|23895|3
2238|5608|-5127|3
2239|-22083|17331|3
2240|8940|25886|3
2241|-21020|12609|3
2242|-1727|13922|3
2243|22022|14550|3
2244|9757|12031|3
2245|2567|-16182|3
2246|23537|-2348|3
2247|26117|-11871|3
2248|14241|-11332|3
2249|-13298|9585|3
2250|17119|25189|3
2251|431|-6881|3
2252|-19297|-22701|3
2253|-7877|-23501|3
2254|16720|-176|3
2255|26283|10546|3
2256|-15707|4102|3
2257|-12559|-4335|3
2258|-5775|14645|3
2259|22865|-6258|3
2260|15639|15518|3
2261|-11574|11537|3
2262|-25197|13715|3
2263|23861|-23614|3
2264|14388|-12080|3
2265|-10784|23825|3
2266|17235|4977|3
2267|19011|12503|3
2268|-11035|12674|3
2269|16658|22650|3
2270|-6590|-15027|3
2271|16315|-17478|3
2272|-21581|13699|3
2273|9969|-22127|3
2274|-25133|25894|3
2275|4696|19655|3
2276|-4930|20782|3
2277|23555|7451|3
2278|-6759|3601|3
2279|-382|-2807|3
2280|5980|-20719|3
2281|23691|19938|3
2282|17704|-6993|3
2283|3517|-9628|3
2284|6907|-25248|3
2285|1587|-7323|3
2286|-17244|-7653|3
2287|-26159|-9208|3
2288|-891|-14011|3
2289|-10290|-4190|3
2290|249|-3519|3
2291|-22276|-7177|3
2292|24899|11396|3
2293|-19754|5581|3
2294|-11253|23315|3
2295|6391|5181|3
2296|-22865|23645|3
2297|-11988|-26539|3
2298|15993|8927|3
2299|25623|-12632|3
2300|-21628|-17375|3
2301|-13538|23629|3
2302|24631|-9464|3
2303|-10241|13928|3
2304|12594|16573|3
2305|23714|-23233|3
2306|-7003|-6935|3
2307|2418|8811|3
2308|1476|5828|3
2309|6283|-12817|3
2310|-4913|26786|3
2311|16575|3535|3
2312|5769|-22545|3
2313|-9684|11025|3
2314|21267|-11523|3
2315|-11278|-20995|3
2316|20923|17379|3
2317|-12116|24641|3
2318|17359|13860|3
2319|23893|-5010|3
2320|24694|-1610|3
2321|-21936|-20149|3
2322|13503|-12229|3
2323|-8106|-21752|3
2324|20606|6734|3
2325|-527|16261|3
2326|-3315|-24941|3
2327|15778|5002|3
2328|7086|-7432|3
2329|23093|2422|3
2330|-11333|17719|3
2331|-10472|-20116|3
2332|-16662|13740|3
2333|-23920|6450|3
2334|-7195|-22025|3
2335|2785|2804|3
2336|-14603|2144|3
2337|15846|-26043|3
2338|19172|-4200|3
2339|-1205|24513|3
2340|-22341|17331|3
2341|-21162|-13295|3
2342|-13179|-22076|3
2343|10921|-7935|3
2344|17447|16729|3
2345|-12435|-19211|3
2346|13495|2850|3
2347|11172|17975|3
2348|7750|21332|3
2349|1167|-23193|3
2350|14259|9413|3
2351|14628|18031|3
2352|7839|-2623|3
2353|-21104|-12080|3
2354|-20535|3405|3
2355|-2854|-7651|3
2356|21233|9109|3
2357|-12225|26297|3
2358|-21625|-9257|3
2359|1509|-14257|3
2360|9779|22760|3
2361|-15008|7357|3
2362|22471|-23125|3
2363|7909|17870|3
2364|7909|2771|3
2365|13051|24607|3
2366|-3938|17700|3
2367|15822|-8432|3
2368|-10475|15393|3
2369|-23624|-1451|3
2370|14021|-15785|3
2371|-21038|6830|3
2372|-8517|-12081|3
2373|15487|-19343|3
2374|-17461|2232|3
2375|-26421|8730|3
2376|-985|-10921|3
2377|11069|-24951|3
2378|-9532|-5171|3
2379|5042|-11080|3
2380|16204|-912|3
2381|3274|-7370|3
2382|-4354|17776|3
2383|-798|1711|3
2384|16471|9904|3
2385|-5416|-7168|3
2386|26220|-6071|3
2387|11926|-8490|3
2388|-26591|-12340|3
2389|6421|-26800|3
2390|-23007|20671|3
2391|10994|-26489|3
2392|15906|-26073|3
2393|7180|-9181|3
2394|-23287|-15582|3
2395|8007|9416|3
2396|9036|2562|3
2397|24086|-21319|3
2398|-8588|9354|3
2399|-9591|-23260|3
2400|-23082|11267|3
2401|-10366|-24111|3
2402|19729|16828|3
2403|-9831|-23355|3
2404|25674|-20706|3
2405|-21701|-17494|3
2406|17233|-12190|3
2407|-15506|-16263|3
2408|13074|7884|3
2409|-2981|-7459|3
2410|-24101|-18613|3
2411|-7281|21611|3
2412|-16332|7147|3
2413|-4641|16742|3
